Party,Statistic,Type,Coeff,pval_coeff,r2,Lilliefors,Durbin-Watson,Linearity,Heteroscedasticity,Model_score
D66,JongerDan5Jaar_13,votes_sqrt,-0.0364,0.0,0.1792,0.0,0.824,0.9641855004574296,3.489567817729547e-08,3
PVV,JongerDan5Jaar_13,votes_div,0.8227,0.0,0.0077,0.0,0.5356,0.08184827270963756,0.2184351906568823,3
CDA,JongerDan5Jaar_13,votes_log,0.1696,0.0,0.1097,0.0,1.1185,5.753208798323406e-05,0.14937427011011953,3
SP,JongerDan5Jaar_13,votes,-0.0118,0.0,0.0615,0.0,0.7528,2.617566206117071e-13,6.173711051376937e-11,2
PvdA,JongerDan5Jaar_13,votes_div,1.2729,0.0,0.0064,0.0,1.6673,0.0,2.0127629547689085e-31,2
Groenlinks,JongerDan5Jaar_13,votes_div,16.3925,0.0,0.0255,0.0,1.9254,2.3713537557660938e-208,1.1533565236208613e-10,2
FvD,JongerDan5Jaar_13,votes,0.0,0.9966,0.0,0.0,0.3012,0.7926381472075498,0.5927817912278892,2
PvdD,JongerDan5Jaar_13,votes,-0.0054,0.0,0.1608,0.0,0.7506,9.26490707861881e-06,0.1220473875482585,3
CU,JongerDan5Jaar_13,votes_square,0.0037,0.0,0.0893,0.0,1.6026,3.339924885355222e-26,5.548254859034209e-23,3
SGP,JongerDan5Jaar_13,votes_square,0.0074,0.0,0.1551,0.0,1.6582,3.5444294133304595e-91,1.633727800661853e-64,3
DENK,JongerDan5Jaar_13,votes_sqrt,0.0166,0.0,0.0548,0.0,1.6072,1.6016195860586141e-15,6.980251861889373e-22,3
VijftigPlus,JongerDan5Jaar_13,votes_square,-0.0004,0.0,0.0126,0.0,1.6502,0.19070379446079888,0.1902363507079734,4
D66,k_5Tot10Jaar_14,votes,-0.0181,0.0,0.1199,0.0,0.8671,0.11168710201535947,6.862967719843502e-17,3
PVV,k_5Tot10Jaar_14,votes_log,-0.0376,0.0,0.0037,0.0,0.4943,0.4230547444057463,6.278820846413085e-08,2
CDA,k_5Tot10Jaar_14,votes_log,0.206,0.0,0.1251,0.0,1.038,2.689148900457742e-15,0.9840676255605129,3
SP,k_5Tot10Jaar_14,votes_div,5.1122,0.0,0.0789,0.0,1.2227,7.076236817803647e-241,1.2969040479430647e-28,2
PvdA,k_5Tot10Jaar_14,votes_div,1.6886,0.0,0.0088,0.0,1.6643,0.0,2.2615497504775406e-33,2
Groenlinks,k_5Tot10Jaar_14,votes,-0.0089,0.0,0.0546,0.0,1.1943,0.9929140044809014,1.0112500529585415e-25,3
FvD,k_5Tot10Jaar_14,votes,-0.0033,0.1067,0.0018,0.0,0.3025,0.8022020846899477,0.21270009189244063,2
PvdD,k_5Tot10Jaar_14,votes,-0.0066,0.0,0.2001,0.0,0.7611,7.592091274163796e-09,2.1238612550322903e-05,2
CU,k_5Tot10Jaar_14,votes_square,0.0045,0.0,0.1038,0.0,1.6168,1.3003100775618124e-45,7.136910565289623e-23,3
SGP,k_5Tot10Jaar_14,votes_square,0.0085,0.0,0.1556,0.0,1.7025,1.586685161417151e-117,2.63572260412466e-62,3
DENK,k_5Tot10Jaar_14,votes,0.0011,0.0109,0.0044,0.0,1.5485,1.1246099065999592e-08,0.2951813172811531,3
VijftigPlus,k_5Tot10Jaar_14,votes_square,-0.0004,0.0,0.0183,0.0,1.6601,0.15771900505735012,0.3045637437912722,4
D66,k_10Tot15Jaar_15,votes_sqrt,-0.0313,0.0,0.08,0.0,0.6548,0.4542399126008524,0.4554280914972725,4
PVV,k_10Tot15Jaar_15,votes,-0.0078,0.0,0.0128,0.0,0.6666,0.11432925857292103,1.3492783863753054e-36,2
CDA,k_10Tot15Jaar_15,votes,0.0484,0.0,0.1192,0.0,0.992,8.09689514098453e-17,7.987562056156116e-78,2
SP,k_10Tot15Jaar_15,votes_div,5.5009,0.0,0.0718,0.0,1.236,1.340286400188457e-267,3.123286253442791e-29,2
PvdA,k_10Tot15Jaar_15,votes_div,2.879,0.0,0.0196,0.0,1.6744,0.0,1.4305350514550244e-29,2
Groenlinks,k_10Tot15Jaar_15,votes_sqrt,-0.0294,0.0,0.1203,0.0,1.117,0.5086058696223574,1.7754926805217194e-11,3
FvD,k_10Tot15Jaar_15,votes,-0.0095,0.0,0.0149,0.0,0.3237,0.5066180294483945,0.2090315581809784,3
PvdD,k_10Tot15Jaar_15,votes_sqrt,-0.0229,0.0,0.173,0.0006,0.5486,0.1616399700186343,0.0005278394172123849,3
CU,k_10Tot15Jaar_15,votes_square,0.0053,0.0,0.1124,0.0,1.637,5.955026129665452e-59,3.7584906685287135e-24,3
SGP,k_10Tot15Jaar_15,votes_square,0.0096,0.0,0.1511,0.0,1.7803,4.871607848932774e-123,2.95818026576785e-58,3
DENK,k_10Tot15Jaar_15,votes_square,-0.0001,0.0,0.0119,0.0,1.6243,0.16999570229307556,0.009269235759698997,3
VijftigPlus,k_10Tot15Jaar_15,votes_square,-0.0003,0.0,0.0078,0.0,1.6459,0.0017999838518548948,0.998411365244351,3
D66,k_15Tot20Jaar_16,votes_div,14.2192,0.0,0.0535,0.0,1.2146,2.5221766216735533e-288,8.41505640199171e-34,2
PVV,k_15Tot20Jaar_16,votes_log,-0.1442,0.0,0.0257,0.0,0.5067,0.2208412057626812,0.088780893452885,3
CDA,k_15Tot20Jaar_16,votes,0.0135,0.0,0.0063,0.0,0.883,0.016064275568630212,0.7988937065630177,2
SP,k_15Tot20Jaar_16,votes_div,7.245,0.0,0.0808,0.0,1.3053,4.479981100907951e-255,6.611267807220773e-28,2
PvdA,k_15Tot20Jaar_16,votes_div,5.6851,0.0,0.0511,0.0,1.7365,6.466752645069299e-290,1.3729614367882841e-34,3
Groenlinks,k_15Tot20Jaar_16,votes_div,29.1727,0.0,0.0321,0.0,1.9506,5.834933524567253e-259,1.0408763696878051e-13,2
FvD,k_15Tot20Jaar_16,votes,0.0011,0.655,0.0001,0.0,0.302,0.57675903481261,0.41580528384950177,2
PvdD,k_15Tot20Jaar_16,votes,-0.0051,0.0,0.0591,0.0,0.6176,0.23473169904255275,5.526486394260908e-30,3
CU,k_15Tot20Jaar_16,votes_square,0.008,0.0,0.1699,0.0,1.731,2.0413778910321473e-92,5.589772463488671e-36,3
SGP,k_15Tot20Jaar_16,votes,0.0469,0.0,0.2016,0.0,1.6139,1.2062031526575687e-57,3.502950026967835e-105,3
DENK,k_15Tot20Jaar_16,votes,-0.0041,0.0,0.0424,0.0,1.5923,0.17338253094887235,1.8197707954654044e-11,3
VijftigPlus,k_15Tot20Jaar_16,votes_square,-0.0002,0.0031,0.0029,0.0,1.6392,0.022339249310049714,0.6540435991939748,3
D66,k_20Tot25Jaar_17,votes,0.0044,0.0,0.0161,0.0,0.7144,5.614291892941684e-47,2.3584622567054453e-08,1
PVV,k_20Tot25Jaar_17,votes_log,-0.0177,0.004,0.0019,0.0,0.5061,9.771237206502926e-20,0.16010400670200572,2
CDA,k_20Tot25Jaar_17,votes_div,0.7503,0.0,0.0718,0.0,1.0108,7.105680733078131e-08,3.581862764702782e-31,2
SP,k_20Tot25Jaar_17,votes,-0.0002,0.6231,0.0,0.0,0.7373,0.00014144044890936565,0.2140374602653741,1
PvdA,k_20Tot25Jaar_17,votes_div,1.2717,0.0,0.0104,0.0,1.7159,2.6615415958765522e-15,8.247157732583044e-11,2
Groenlinks,k_20Tot25Jaar_17,votes,0.0057,0.0,0.0503,0.0,1.1564,1.316471233840023e-112,2.6046661852312094e-40,2
FvD,k_20Tot25Jaar_17,votes,-0.0014,0.1998,0.0011,0.0,0.2988,0.00397764804257779,0.06870031605071007,1
PvdD,k_20Tot25Jaar_17,votes,0.0008,0.0,0.007,0.0,0.6658,3.171598558646389e-18,9.607850555240983e-13,1
CU,k_20Tot25Jaar_17,votes_square,0.0014,0.0,0.021,0.0,1.6923,2.971800402150522e-44,2.193545912966795e-14,2
SGP,k_20Tot25Jaar_17,votes,0.0112,0.0,0.0404,0.0,1.5589,1.472567497520327e-76,2.2639567015643544e-87,2
DENK,k_20Tot25Jaar_17,votes,0.0021,0.0,0.0595,0.0,1.583,2.750742187425939e-25,9.921652185824953e-15,3
VijftigPlus,k_20Tot25Jaar_17,votes_sqrt,-0.0037,0.0,0.0128,0.0009,0.7231,0.10598569026985509,0.8083909212015734,3
D66,k_25Tot45Jaar_18,votes_square,-0.0006,0.0,0.0635,0.0,1.1552,1.1639445275491096e-91,0.9912424855779043,3
PVV,k_25Tot45Jaar_18,votes_log,0.01,0.0002,0.0032,0.0,0.5016,2.974015636855e-48,0.3717787001524172,2
CDA,k_25Tot45Jaar_18,votes,0.0093,0.0,0.0946,0.0,1.2148,1.1189513799116125e-43,1.7787477757157396e-134,2
SP,k_25Tot45Jaar_18,votes_log,-0.0046,0.0183,0.0009,0.0,0.6968,6.298828211761685e-11,0.6078163099631568,2
PvdA,k_25Tot45Jaar_18,votes_div,-0.5783,0.0,0.0172,0.0,1.7682,0.4855470829316558,0.5605835374604811,4
Groenlinks,k_25Tot45Jaar_18,votes_div,0.067,0.8343,0.0,0.0,1.9348,2.3903491263664014e-06,0.6187182924963021,2
FvD,k_25Tot45Jaar_18,votes_div,-0.0772,0.7197,0.0001,0.0,0.2049,0.08962174625496443,0.2069018646796329,2
PvdD,k_25Tot45Jaar_18,votes,-0.001,0.0,0.0685,0.0,0.8211,4.761028860492235e-66,1.9729051431641545e-44,2
CU,k_25Tot45Jaar_18,votes_square,0.0,0.5922,0.0001,0.0,1.6563,2.0412977672954334e-21,0.07324206556673887,2
SGP,k_25Tot45Jaar_18,votes,-0.0003,0.2745,0.0003,0.0,1.5032,7.756029037331184e-37,0.30279188424934145,2
DENK,k_25Tot45Jaar_18,votes,0.0026,0.0,0.3626,0.0,1.788,6.113115113923934e-14,7.577975331808341e-25,3
VijftigPlus,k_25Tot45Jaar_18,votes_square,-0.0,0.0044,0.0026,0.0,1.6422,0.0036177275020985882,0.5803657537001469,3
D66,k_45Tot65Jaar_19,votes_log,0.0813,0.0,0.0736,0.0,0.6738,0.9304710573485678,2.122982581074268e-43,3
PVV,k_45Tot65Jaar_19,votes_log,0.0537,0.0,0.0526,0.0,0.5408,0.003322168003633034,0.433368492343031,3
CDA,k_45Tot65Jaar_19,votes,-0.0064,0.0,0.0225,0.0,1.013,7.246656514951964e-18,1.635057954038447e-35,1
SP,k_45Tot65Jaar_19,votes_sqrt,0.0085,0.0,0.0757,0.0,0.7856,0.04190765849587619,0.9081648044435584,3
PvdA,k_45Tot65Jaar_19,votes_div,-0.61,0.0,0.0096,0.0,1.6775,1.0228551602936544e-191,6.457121716699972e-27,2
Groenlinks,k_45Tot65Jaar_19,votes_div,-5.2727,0.0,0.0173,0.0,1.9287,1.4883221368776492e-135,2.0668917343044342e-09,2
FvD,k_45Tot65Jaar_19,votes_square,0.0002,0.1093,0.0018,0.0,0.6847,0.07446113438698874,0.5672128967129828,2
PvdD,k_45Tot65Jaar_19,votes_sqrt,0.0043,0.0,0.0579,0.0188,0.5716,0.9984335807354572,3.0022369105028337e-68,3
CU,k_45Tot65Jaar_19,votes,-0.0069,0.0,0.1155,0.0,1.3443,0.10717657586904744,1.163732098387747e-63,3
SGP,k_45Tot65Jaar_19,votes_square,-0.0028,0.0,0.14,0.0,1.7378,4.006292762636201e-52,1.4049649557723025e-60,3
DENK,k_45Tot65Jaar_19,votes_square,-0.0001,0.0,0.0753,0.0,1.7314,0.9912272404228356,6.519037170135195e-06,4
VijftigPlus,k_45Tot65Jaar_19,votes_square,0.0001,0.0,0.0131,0.0,1.6407,0.26656392734169876,0.25489483547434894,4
D66,k_65Tot80Jaar_20,votes,0.0057,0.0,0.1287,0.0,0.9761,0.6824991422674443,0.07426550959030619,4
PVV,k_65Tot80Jaar_20,votes,-0.001,0.0013,0.0023,0.0,0.6955,5.0796482490527634e-09,0.653254699580206,2
CDA,k_65Tot80Jaar_20,votes,-0.0129,0.0,0.1141,0.0,1.1777,0.08300938949658938,6.448846002767633e-87,3
SP,k_65Tot80Jaar_20,votes,0.0005,0.0126,0.001,0.0,0.7364,2.4355943076524008e-34,0.003320425169220372,1
PvdA,k_65Tot80Jaar_20,votes_log,-0.0667,0.0,0.1072,0.0,0.9058,8.17281337770205e-11,0.24183175668355214,3
Groenlinks,k_65Tot80Jaar_20,votes_div,-2.8148,0.0,0.0062,0.0,1.9328,2.7116377801051937e-21,0.000796664898100469,2
FvD,k_65Tot80Jaar_20,votes,0.0015,0.0149,0.0041,0.0,0.3042,0.3493684254652022,0.1839797398527066,3
PvdD,k_65Tot80Jaar_20,votes_log,0.0987,0.0,0.1797,0.0,0.601,0.6371895161785583,1.0152022158798995e-161,3
CU,k_65Tot80Jaar_20,votes,-0.0031,0.0,0.0288,0.0,1.3464,0.5721478915619234,3.598645909801573e-24,2
SGP,k_65Tot80Jaar_20,votes,-0.0041,0.0,0.0279,0.0,1.4944,0.26900279520089365,3.0528955475086512e-27,2
DENK,k_65Tot80Jaar_20,votes,-0.0021,0.0,0.1593,0.0,1.5951,8.71443649658251e-07,5.659438793976979e-21,3
VijftigPlus,k_65Tot80Jaar_20,votes_square,0.0001,0.0,0.0077,0.0,1.6531,4.0568058832860304e-05,0.7409354377488119,3
D66,k_80JaarOfOuder_21,votes,0.0138,0.0,0.1409,0.0,0.9442,0.26013873400593546,2.3274957305584513e-17,3
PVV,k_80JaarOfOuder_21,votes_sqrt,-0.01,0.0,0.0199,0.0,0.5826,2.677000752022065e-06,0.2130999819269471,2
CDA,k_80JaarOfOuder_21,votes,-0.0371,0.0,0.1742,0.0,1.2394,1.741686183298253e-47,7.089575800309897e-84,2
SP,k_80JaarOfOuder_21,votes_div,-0.7962,0.0,0.0038,0.0,1.2939,4.9113090943690176e-58,3.0453605945810124e-05,1
PvdA,k_80JaarOfOuder_21,votes_log,-0.0921,0.0,0.0379,0.0,0.7617,0.0002246776882879939,0.4738552714334584,2
Groenlinks,k_80JaarOfOuder_21,votes_square,0.0006,0.0,0.0146,0.0,1.4658,0.29111275131631037,0.363071545360957,3
FvD,k_80JaarOfOuder_21,votes_div,-1.5745,0.0044,0.0056,0.0,0.2235,0.3437551916708994,0.0010214900472988917,2
PvdD,k_80JaarOfOuder_21,votes,0.0042,0.0,0.1476,0.0,0.8493,0.39282749192381494,0.049554997355591615,3
CU,k_80JaarOfOuder_21,votes_square,-0.0013,0.0,0.0161,0.0,1.6371,0.3192307103533504,3.3010411138830436e-12,3
SGP,k_80JaarOfOuder_21,votes_square,-0.0015,0.0,0.0086,0.0,1.7528,0.8302520416159104,3.546848328966121e-08,3
DENK,k_80JaarOfOuder_21,votes,-0.0031,0.0,0.0721,0.0,1.5031,0.000958090077485023,1.442543865908777e-10,3
VijftigPlus,k_80JaarOfOuder_21,votes_square,0.0,0.6921,0.0001,0.0,1.6358,0.0005405588825396533,0.5033307272425716,2
D66,GeboorteRelatief_59,votes_sqrt,-0.0123,0.0,0.1006,0.0,0.749,0.4234276864355685,9.559924986195472e-06,3
PVV,GeboorteRelatief_59,votes,-0.0025,0.0,0.007,0.0,0.665,0.139891074618689,1.8521525277480053e-11,2
CDA,GeboorteRelatief_59,votes,0.0115,0.0,0.0521,0.0,1.0973,9.46304301349443e-05,2.480347942647256e-21,2
SP,GeboorteRelatief_59,votes_log,-0.0883,0.0,0.1035,0.0,0.7658,3.21128080260517e-38,0.5758074060305493,3
PvdA,GeboorteRelatief_59,votes_div,0.8497,0.0,0.0142,0.0,1.7107,9.653905260407458e-296,2.3568780612479968e-31,2
Groenlinks,GeboorteRelatief_59,votes,-0.0017,0.0,0.0116,0.0,1.2126,0.0736747744634112,0.7639110360453047,3
FvD,GeboorteRelatief_59,votes,-0.0004,0.7307,0.0001,0.0,0.3059,0.874914895881669,0.6490116755350421,2
PvdD,GeboorteRelatief_59,votes,-0.002,0.0,0.098,0.0,0.7092,0.157178721291717,0.5363534422085305,4
CU,GeboorteRelatief_59,votes_square,0.0017,0.0,0.0822,0.0,1.6185,1.1551743737453387e-19,3.0964512634352346e-24,3
SGP,GeboorteRelatief_59,votes_square,0.0033,0.0,0.151,0.0,1.6833,4.509096983701296e-61,1.2057970132578186e-67,3
DENK,GeboorteRelatief_59,votes_square,0.0001,0.0,0.0553,0.0,1.634,0.09175323888603555,5.541935786913653e-05,4
VijftigPlus,GeboorteRelatief_59,votes_square,-0.0001,0.0,0.0076,0.0,1.6848,0.0053372108235180595,0.6990804141038397,3
D66,SterfteRelatief_61,votes_square,0.0003,0.0,0.0041,0.0,1.0219,0.37564142505749387,0.22146219967848466,3
PVV,SterfteRelatief_61,votes_div,0.2829,0.0,0.0041,0.0,0.5284,0.3481813290706238,0.00011604998777240265,2
CDA,SterfteRelatief_61,votes,-0.009,0.0,0.0277,0.0,0.953,1.4413638830765868e-10,8.171314998129204e-13,1
SP,SterfteRelatief_61,votes_sqrt,0.0031,0.0,0.0061,0.0,0.6702,1.2158768610765613e-19,0.5921028912408617,2
PvdA,SterfteRelatief_61,votes_div,-0.595,0.0,0.0059,0.0,1.7486,2.358554730776856e-16,9.204732117970888e-08,2
Groenlinks,SterfteRelatief_61,votes,0.0021,0.0,0.0155,0.0,1.2318,0.0012881525440368114,0.9174900327843121,2
FvD,SterfteRelatief_61,votes,-0.0011,0.2735,0.0011,0.0,0.3077,0.9613044089998134,0.13750474253718925,2
PvdD,SterfteRelatief_61,votes_square,0.0001,0.0,0.0309,0.0,0.9318,0.9279056151263879,0.012587748180031636,2
CU,SterfteRelatief_61,votes_square,-0.0011,0.0,0.0308,0.0,1.6563,5.00012174976721e-07,1.2416850624891045e-13,2
SGP,SterfteRelatief_61,votes,-0.0068,0.0,0.0374,0.0,1.525,0.01645433872133606,3.4670007934672875e-27,2
DENK,SterfteRelatief_61,votes,-0.0007,0.0008,0.0101,0.0,1.5018,0.5709607430358455,0.14803843948759465,4
VijftigPlus,SterfteRelatief_61,votes,0.001,0.0,0.0124,0.0,1.1837,7.558352981680121e-10,0.6305665079769484,2
D66,GeboorteoverschotRelatief_63,votes,-0.003,0.0,0.0554,0.0,0.8323,0.0031636793586960286,1.9802581997140704e-06,2
PVV,GeboorteoverschotRelatief_63,votes_square,-0.0003,0.0,0.0053,0.0,0.9017,0.18166737987899198,1.0243845517405476e-09,2
CDA,GeboorteoverschotRelatief_63,votes,0.0074,0.0,0.0561,0.0,1.0586,0.8508629276305077,2.2674391621330905e-27,3
SP,GeboorteoverschotRelatief_63,votes_log,-0.0424,0.0,0.0625,0.0,0.7131,3.2140005569175864e-74,0.2094103854189241,3
PvdA,GeboorteoverschotRelatief_63,votes_div,0.5206,0.0,0.0139,0.0,1.7229,3.671800532652874e-195,1.3465349908843286e-24,2
Groenlinks,GeboorteoverschotRelatief_63,votes_square,-0.0001,0.0,0.0071,0.0,1.4563,0.8794416871955056,0.6013572657252618,3
FvD,GeboorteoverschotRelatief_63,votes,0.0003,0.6652,0.0002,0.0,0.3072,0.6933063842269266,0.5125018546053578,2
PvdD,GeboorteoverschotRelatief_63,votes,-0.0012,0.0,0.0927,0.0,0.6913,0.6140905469931986,0.613171882514389,4
CU,GeboorteoverschotRelatief_63,votes_square,0.001,0.0,0.0768,0.0,1.6351,2.390047786362005e-33,4.0844844391964956e-25,3
SGP,GeboorteoverschotRelatief_63,votes,0.0071,0.0,0.1314,0.0,1.5054,2.3795356593078533e-26,7.958486868757477e-94,3
DENK,GeboorteoverschotRelatief_63,votes,0.0009,0.0,0.0482,0.0,1.5408,0.1985547191809083,3.425745264486927e-07,3
VijftigPlus,GeboorteoverschotRelatief_63,votes_square,-0.0001,0.0002,0.005,0.0,1.6867,0.000103716297792515,0.9899214787033406,3
D66,ALandbouwBosbouwEnVisserij_165,votes_div,34.1683,0.0,0.0086,0.0,1.8628,0.0011482387199463673,0.8070466447574263,3
PVV,ALandbouwBosbouwEnVisserij_165,votes_square,-0.018,0.0004,0.0066,0.0,1.0886,0.15031035601990206,0.0074693183066748174,2
CDA,ALandbouwBosbouwEnVisserij_165,votes_log,4.2127,0.0,0.3473,0.0001,1.611,3.3027169115724186e-26,0.30515929677137055,4
SP,ALandbouwBosbouwEnVisserij_165,votes,0.0312,0.0642,0.0016,0.0,0.8305,0.3168331266748992,0.08670398531150107,2
PvdA,ALandbouwBosbouwEnVisserij_165,votes,-0.0562,0.0019,0.0039,0.0,0.6288,0.8784219617818513,0.5115528862460432,3
Groenlinks,ALandbouwBosbouwEnVisserij_165,votes_div,56.696,0.0373,0.0019,0.0,1.95,0.04109635701003835,0.9480430920889628,3
FvD,ALandbouwBosbouwEnVisserij_165,votes_sqrt,-0.2008,0.0006,0.0107,0.0,0.1801,0.22351668316664558,0.5216852970510234,3
PvdD,ALandbouwBosbouwEnVisserij_165,votes,-0.0816,0.0,0.1721,0.0,1.466,2.2153509959188243e-26,0.38270061065177563,3
CU,ALandbouwBosbouwEnVisserij_165,votes_square,0.0293,0.0,0.0163,0.0,1.6781,0.004510459918052468,0.23642191628826756,3
SGP,ALandbouwBosbouwEnVisserij_165,votes,0.1626,0.0005,0.0141,0.0,1.6238,3.9881335529148844e-05,4.782104859832076e-06,2
DENK,ALandbouwBosbouwEnVisserij_165,votes,-0.0844,0.0,0.1666,0.0,1.6183,1.9575362512768765e-13,7.385327706666668e-10,3
VijftigPlus,ALandbouwBosbouwEnVisserij_165,votes_div,24.6864,0.0059,0.0041,0.0,1.8267,0.6222329039584861,0.8778648239894944,4
D66,BFNijverheidEnEnergie_166,votes_sqrt,-0.8422,0.0,0.2231,0.0655,0.9222,7.03746630360109e-13,0.5779418796806314,4
PVV,BFNijverheidEnEnergie_166,votes_square,0.0534,0.0,0.0289,0.0,1.0758,0.36127670478920515,2.3536938929247535e-12,2
CDA,BFNijverheidEnEnergie_166,votes,0.3969,0.0,0.0523,0.0,1.5694,2.0042533925154992e-09,0.05430580102199335,4
SP,BFNijverheidEnEnergie_166,votes_div,26.3224,0.0028,0.0042,0.0,1.1009,1.1830736680021692e-14,0.00033884382939761463,1
PvdA,BFNijverheidEnEnergie_166,votes,-0.1681,0.0,0.0172,0.0,0.6073,0.03478708764568399,0.20549144745177497,2
Groenlinks,BFNijverheidEnEnergie_166,votes_square,-0.0708,0.0,0.1371,0.0,1.5686,1.072130216761566e-25,6.240238104240806e-16,3
FvD,BFNijverheidEnEnergie_166,votes,0.1973,0.0,0.0183,0.0,0.2868,0.6635732799502081,3.909379127726653e-10,2
PvdD,BFNijverheidEnEnergie_166,votes,-0.1157,0.0,0.1723,0.0,1.2574,1.3886585893574542e-07,0.5380301409418955,3
CU,BFNijverheidEnEnergie_166,votes_square,0.11,0.0,0.1109,0.0,1.5854,5.004666395501572e-07,1.7179935253899936e-09,3
SGP,BFNijverheidEnEnergie_166,votes,0.9271,0.0,0.2244,0.0,1.569,0.017469869643222485,4.779069835952971e-37,3
DENK,BFNijverheidEnEnergie_166,votes,-0.0426,0.0,0.022,0.0,1.5241,0.42015163121406496,0.3027899055748516,4
VijftigPlus,BFNijverheidEnEnergie_166,votes_div,33.1751,0.0106,0.0035,0.0,1.7963,1.2173631720796488e-13,8.295553888788684e-05,2
D66,GIHandelEnHoreca_167,votes_div,42.8515,0.0002,0.0057,0.0,1.8339,0.061623845388481216,0.3638178456487282,4
PVV,GIHandelEnHoreca_167,votes_log,4.3999,0.0,0.087,0.0,0.4927,2.416330913830512e-16,0.7393864328698048,3
CDA,GIHandelEnHoreca_167,votes,0.1349,0.0002,0.0052,0.0,1.5953,1.6396468219717667e-05,0.9372394445132829,3
SP,GIHandelEnHoreca_167,votes,0.3589,0.0,0.0917,0.0,0.9077,2.4794723969016664e-14,7.308156449725829e-17,2
PvdA,GIHandelEnHoreca_167,votes_div,8.6523,0.4582,0.0002,0.0,1.827,0.1030702065575799,0.26408051894551743,3
Groenlinks,GIHandelEnHoreca_167,votes_div,112.8151,0.0071,0.0032,0.0,1.9431,0.2121602947221445,0.33375838531675095,4
FvD,GIHandelEnHoreca_167,votes_div,50.6495,0.0147,0.0054,0.0,0.1958,0.733196597129667,0.13410652480296287,3
PvdD,GIHandelEnHoreca_167,votes_div,65.0878,0.0016,0.0053,0.0,1.6392,0.0008941426228858019,0.14971069717003604,3
CU,GIHandelEnHoreca_167,votes_square,0.0343,0.0008,0.0094,0.0,1.6809,0.889909563587643,0.0009971068959276433,3
SGP,GIHandelEnHoreca_167,votes,-0.0613,0.4139,0.0008,0.0,1.6321,0.028685626619978522,0.8139785830018557,2
DENK,GIHandelEnHoreca_167,votes_square,0.0005,0.3792,0.0007,0.0,1.5383,0.14330903104583076,0.7430933802657127,3
VijftigPlus,GIHandelEnHoreca_167,votes,0.0263,0.0106,0.0035,0.0,1.4496,1.5693689088355348e-07,0.3701463682556686,2
D66,HJVervoerInformatieEnCommunicatie_168,votes,0.481,0.0,0.0528,0.0,1.08,3.3129571944965936e-10,2.8185001491341304e-15,2
PVV,HJVervoerInformatieEnCommunicatie_168,votes,0.0139,0.7965,0.0,0.0,0.7457,0.8510536695872855,0.9720652156911301,2
CDA,HJVervoerInformatieEnCommunicatie_168,votes_log,-10.7889,0.0,0.2967,0.0749,1.6009,2.6255892976415405e-49,1.8818153252536568e-22,4
SP,HJVervoerInformatieEnCommunicatie_168,votes,-0.137,0.0031,0.0041,0.0,0.8352,0.9163383068928861,0.00013978118085702975,2
PvdA,HJVervoerInformatieEnCommunicatie_168,votes,0.1994,0.0001,0.0065,0.0,0.6274,0.08630619595031214,0.04686339589514513,2
Groenlinks,HJVervoerInformatieEnCommunicatie_168,votes_div,17.0926,0.8178,0.0,0.0,1.9365,0.8844731497264509,0.1716187682043478,3
FvD,HJVervoerInformatieEnCommunicatie_168,votes,0.1133,0.1795,0.0016,0.0,0.3128,0.7558374214426712,0.43144397212471874,2
PvdD,HJVervoerInformatieEnCommunicatie_168,votes_log,5.7029,0.0,0.1015,0.0,1.3705,1.2007289545589851e-11,0.1311207045134656,3
CU,HJVervoerInformatieEnCommunicatie_168,votes_square,-0.074,0.0,0.0144,0.0,1.6666,0.06571201854830862,0.0001639704967348418,3
SGP,HJVervoerInformatieEnCommunicatie_168,votes,-0.0324,0.8008,0.0001,0.0,1.6308,0.26559397812996377,0.31160746946189655,3
DENK,HJVervoerInformatieEnCommunicatie_168,votes,0.2262,0.0,0.1691,0.0,1.6506,2.1595817089390322e-05,2.4318659518331323e-12,3
VijftigPlus,HJVervoerInformatieEnCommunicatie_168,votes_div,41.9159,0.0925,0.0015,0.0,1.7936,0.4925905666677314,0.017918960323508246,2
D66,KLFinancieleDienstenOnroerendGoed_169,votes_sqrt,0.629,0.0,0.0514,0.1902,1.1174,0.7577708886585961,0.07587712553877614,5
PVV,KLFinancieleDienstenOnroerendGoed_169,votes,-0.2472,0.0,0.0161,0.0,0.7078,0.14811011430846668,4.608297485264234e-07,2
CDA,KLFinancieleDienstenOnroerendGoed_169,votes_log,-0.7379,0.0213,0.002,0.0731,1.5063,0.0006782455699636987,6.282249876414582e-15,3
SP,KLFinancieleDienstenOnroerendGoed_169,votes,-0.4612,0.0,0.0669,0.0,0.82,0.5847746165232027,8.697535906582025e-06,3
PvdA,KLFinancieleDienstenOnroerendGoed_169,votes_div,69.7925,0.0,0.0068,0.0,1.8399,0.01874056383071373,0.11975047675453152,3
Groenlinks,KLFinancieleDienstenOnroerendGoed_169,votes_div,73.1159,0.2331,0.0006,0.0,1.9394,0.30783276217879096,0.5715129578293984,3
FvD,KLFinancieleDienstenOnroerendGoed_169,votes_log,0.921,0.4185,0.0006,0.0,0.1026,0.05903893673580229,0.1051371316438011,2
PvdD,KLFinancieleDienstenOnroerendGoed_169,votes_div,68.7972,0.0227,0.0027,0.0,1.634,0.005832298626191917,0.18861023962308185,3
